year,municode,inc_m,ind_lang,educ_years,sales_hotel,logtemp,logprecip,dist_us_km
2000,14024,2159.815,.0079595,6.934334,756,5.301062,4.276902,818.7498
2000,14026,2761.652,.0189841,5.674718,309,5.055388,4.373774,823.6888
2000,14027,2352.501,.0251932,6.515758,81,5.414514,4.738706,934.3333
2000,14030,3402.052,.003584,8.123089,31222,5.270318,4.186813,794.7273
2000,14032,2049.208,.0009699,6.367327,26,5.204925,4.341989,850.0102
2000,14035,2399.595,.0012756,5.69313,1197,5.184838,3.930639,619.318
2000,14036,2192.1,.0023117,7.851931,138,5.217708,4.31107,806.1315
2000,14037,2434.779,.0059199,7.510503,544,5.425361,4.323809,894.1582
2000,14039,3946.448,.0081198,9.606017,528395,5.282672,4.347742,764.1101
2000,14043,3640.379,.005951,6.543217,88883,5.536905,4.501158,960.5408
2000,14044,3056.767,.001534,7.244979,38,5.262439,4.236325,783.3641
2000,14045,2343.515,.008434,6.633457,99,5.24289,4.284758,737.4913
2000,14046,2386.293,.0059335,6.123504,517,5.223133,4.051745,669.4417
2000,14047,2371.113,.007199,6.422192,202,5.280675,4.191236,767.1827
2000,14049,1875.328,.0098749,5.445965,53,5.538839,4.349545,870.0427
2000,14050,2757.102,.0025171,6.623381,7634,5.171447,4.178612,802.1437
2000,14052,1796.318,.0052539,6.43075,22,5.365332,4.159805,861.7848
2000,14053,2808.363,.0063927,7.095728,10235,5.155277,3.938787,609.9633
2000,14054,2051.238,0,6.637661,21,5.450799,4.303309,884.9461
2000,14055,2747.616,.0008091,7.13553,361,5.270835,4.302091,785.9247
2000,14056,3322.772,0,6.806646,18,5.458927,4.517075,848.2739
2000,14057,2619.798,.0056075,6.869275,27,5.097549,4.289303,813.2905
2000,14058,2541.549,.0003174,7.577713,440,5.235435,4.591916,865.901
2000,14059,2870.249,.0093803,7.219219,2140,5.083605,4.373365,823.7686
2000,14060,1730.319,.0146223,6.05341,22,5.212909,4.017871,676.9105
2000,14063,2927.273,.0039554,7.471544,5231,5.293487,4.26933,757.66
2000,14064,2576.195,.0092033,7.295558,287,5.101409,3.803169,571.1539
2000,14065,2161.932,.0061561,5.728226,106,5.4667,4.512194,911.7722
2000,14066,2676.202,.0036104,6.4498,120,5.277319,4.206266,778.5068
2000,14067,4176.97,.0140433,8.852694,2039598,5.503589,4.67262,879.5366
2000,14068,2720.583,.0246976,7.15983,170,5.459241,4.846642,925.9437
2000,14070,3875.764,.0075953,8.776689,4150,5.289342,4.299927,771.7923
2000,14072,2456.891,.0011848,5.592953,926,5.185311,4.106339,668.2488
2000,14073,2852.936,.0057334,6.308861,14504,5.212733,4.067593,651.9613
2000,14074,3104.405,.0025614,6.431715,297,5.153662,4.119632,672.0005
2000,14075,1934.299,.0045455,6.602975,80,5.266626,4.171314,806.2169
2000,14076,3040.785,.0330969,7.077586,16,5.291262,4.087866,711.4706
2000,14077,2306.912,.0091525,7.689554,36,5.307442,4.322546,818.2701
2000,14078,3152.507,.0025957,6.645876,1521,5.16028,4.153986,682.9424
2000,14080,2919.572,.0017857,7.260287,117,5.378508,4.466815,844.2524
2000,14082,2474.147,.0059928,7.710719,334,5.212369,4.181214,854.2823
2000,14083,2866.187,.0034777,7.275537,225,5.293108,4.351275,791.0037
2000,14084,2243.465,.0042452,6.353282,2720,5.32564,4.773713,898.7054
2000,14085,2992.928,.0200689,7.596278,1036,5.271394,4.458801,849.1376
2000,14086,1861.612,.0052377,6.342734,995,5.053188,4.309063,855.7386
2000,14087,2150.61,.0002101,6.342111,112,5.315173,4.570976,894.8884
2000,14088,2293.711,.0108669,7.000742,1020,5.227687,4.346277,842.5685
2000,14090,2473.81,.0010858,7.69911,20,5.289829,4.33303,861.2203
2000,14091,2371.073,.0018922,6.327278,319,5.203171,3.971934,645.7585
2000,14092,2024.016,0,6.722248,45,5.22397,4.106787,817.5789
2000,14093,3022.283,.0049161,6.866889,4101,5.2038,4.261226,717.3965
2000,14094,2577.563,.0044341,7.259083,448,5.284722,4.296568,752.2343
2000,14095,2445.221,.00271,6.731002,42,5.318297,4.396281,793.3915
2000,14096,2491.316,.0102704,6.099161,86,5.188087,4.195221,801.9858
2000,14097,3012.05,.0052872,7.498859,8778,5.238008,4.262601,786.9095
2000,14098,3400.038,.0081617,8.148451,55064,5.278153,4.31839,772.8073
2000,14100,2414.002,.0082442,5.808894,4750,5.538113,4.566831,939.8581
2000,14101,3087.483,.0083247,7.608466,843,5.284339,4.314309,762.681
2000,14104,2641.305,.006993,7.169653,557,5.183312,4.044287,660.6087
2000,14105,2861.868,.0084047,6.479656,141,5.277822,4.295559,744.2949
2000,14107,2393.19,.0083333,6.392058,72,5.172608,4.198907,808.3321
2000,14108,9693.852,.0088183,7.937027,187,5.31135,4.416651,883.3651
2000,14109,2008.18,.0070575,5.059161,105,5.204772,4.010365,648.7974
2000,14110,2284.383,.0044572,7.621986,340,5.308357,4.330113,880.4979
2000,14111,2747.723,0,6.686374,52,5.214911,4.117795,691.717
2000,14112,2837.824,.0084746,5.816468,580,5.112643,4.442356,824.564
2000,14113,2217.913,.0052588,6.701774,79,5.195396,4.236462,876.4543
2000,14114,2766.232,.001969,7.6585,1540,5.274358,4.219136,811.9561
2000,14115,2313.984,.0035778,6.192096,250,5.25393,4.035237,669.2693
2000,14116,2959.59,.0008776,6.739572,879,5.169828,3.976245,630.6125
2000,14117,2378.632,.0022099,5.285554,25,5.216313,4.034473,683.7421
2000,14118,2505.341,.0088767,6.616649,508,5.176847,4.118829,698.6707
2000,14119,2112.225,.0099227,7.224462,271,5.250823,4.088173,817.9564
2000,14120,4196.388,.0142919,9.270859,447457,5.266009,4.370022,762.6319
2000,14121,2464.971,.0051957,7.271661,105,5.324446,4.33035,863.9251
2000,14122,6685.203,.0029211,6.450199,6,5.313573,4.212325,895.7986
2000,14124,2941.969,.0059379,6.413642,654,5.240205,4.271536,751.7821
2000,15001,1936.67,.3272026,7.519909,52,4.907405,4.172802,691.3523
2000,15003,3815.896,.0579268,9.417652,160,4.99945,4.105133,675.2718
2000,15004,4373.77,.0276858,9.255644,46,5.155693,4.653708,812.0919
2000,15008,3158.463,.0230469,8.433792,61,5.439068,4.719841,837.5577
2000,15009,5449.551,.0207137,8.531538,411,4.722409,4.421886,752.1776
2000,15010,4756.262,.0357112,9.911141,21,5.029656,4.041906,668.8115
2000,15011,2274.709,.0258523,8.361563,250,5.033991,3.875523,711.3156
2000,15013,3772.932,.03371,9.010796,2563,5.019959,4.187039,716.8962
2000,15014,3981.742,.0663882,9.656893,5760,4.922434,4.220012,708.3374
2000,15019,3408.294,.0174618,8.608161,552,4.907797,4.424574,759.2762
2000,15020,3430.208,.0155629,10.06418,7375,5.014195,4.024521,705.9521
2000,15021,2476.913,.0013767,6.050058,234,5.003371,4.634313,797.9348
2000,15023,2504.608,.0236887,7.766608,1,5.030656,4.065888,691.8817
2000,15025,2349.038,.0327144,8.088722,2285,4.932555,4.158712,740.3163
2000,15026,1735.055,.1911403,6.524368,19,4.923554,4.289821,697.4451
2000,15029,2221.464,.0233168,7.753047,2148,5.003636,3.920296,725.0802
2000,15030,2347.755,.0340502,8.565755,145,5.01976,3.89182,708.6851
2000,15031,2219.114,.0628078,7.242728,379,5.037198,3.875907,724.3489
2000,15032,2627.796,.1171758,5.729744,40,5.004792,4.456007,769.8171
2000,15033,2793.919,.0285579,8.637276,23059,5.032336,3.924944,710.1478
2000,15039,2711.109,.0209988,8.369062,3650,4.791835,4.208953,729.5676
2000,15040,2421.299,.0123667,6.833677,66724,5.244096,4.563344,804.7888
2000,15041,2006.878,.0360169,6.843182,72,5.183772,4.406623,778.6843
2000,15042,2081.726,.2997665,7.310028,225,4.947422,4.21073,730.5748
2000,15043,2680.002,.0252597,7.50572,100,4.658475,4.585402,761.4005
2000,15045,2638.085,.012045,7.459266,746,4.956923,4.205997,678.5104
2000,15047,1749.956,.1215983,6.631458,51,4.893595,4.348319,725.5426
2000,15051,3724.369,.0336606,9.061779,7451,4.869751,4.431641,745.7784
2000,15052,1943.785,.0142831,6.963392,619,5.295005,4.465908,795.8062
2000,15054,4670.097,.0206975,9.938403,63571,4.919285,4.242525,759.5953
2000,15057,3804.488,.0449407,9.188413,41330,4.977441,4.328234,727.4236
2000,15058,2891.31,.027461,8.726048,25954,5.055659,3.862943,725.9184
2000,15060,2558.875,.023386,7.64983,1202,4.921531,4.369624,713.8899
2000,15063,2237.271,.0074084,6.661033,230,5.006994,4.553442,781.4338
2000,15064,2284.742,.2922346,7.670954,41,4.864997,4.276505,715.4562
2000,15065,1830.074,.0091753,6.651728,100,4.91892,3.967391,692.9431
2000,15068,1773.1,.0039917,7.522418,96,5.065699,4.460854,764.8888
2000,15069,2420.949,.0140023,8.596633,417,5.011968,3.89182,707.4611
2000,15070,3893.419,.0368872,8.194399,10177,5.015262,3.919387,730.873
2000,15071,1973.354,.0099139,6.795028,210,5.058353,4.081602,663.6238
2000,15072,1981.347,.0082127,7.341209,1,4.925077,4.317488,770.4998
2000,15074,3829.815,.3196275,5.64355,205,4.875651,4.269636,728.5375
2000,15077,2454.899,.0049322,7.558322,28,5.176644,4.677549,802.1537
2000,15078,1876.589,.0424766,6.417549,20,5.318558,4.439202,787.557
2000,15080,2690.956,.0096783,6.568418,79,5.290287,4.732172,826.202
2000,15081,2574.62,.0257433,8.478876,1181,5.02469,3.919686,694.5978
2000,15082,2452.638,.0025958,6.473869,1334,5.369438,4.760174,817.8812
2000,15085,1860.353,.1315326,6.609227,153,4.952363,4.216576,701.3049
2000,15086,2111.548,.0007041,6.053704,409,5.005375,4.59736,789.7547
2000,15087,1649.342,.377183,6.25167,714,4.855832,4.340553,734.9693
2000,15088,3266.21,.0076511,7.848266,620,5.083169,4.564858,788.8195
2000,15090,2245.618,.0036503,7.631031,385,4.787266,4.458575,778.3334
2000,15091,2212.575,.0313182,7.550577,788,5.043727,3.97939,693.9133
2000,15092,2712.76,.0223897,8.282032,6509,4.996543,3.909247,694.0145
2000,15093,1995.716,.0112858,7.91968,32,4.894824,4.010671,704.5027
2000,15094,3073.728,.0148148,7.494298,37,5.077486,4.461428,766.6923
2000,15095,2789.84,.0211032,8.351325,3990,5.006701,4.185473,701.3859
2000,15096,2233.932,.0029342,7.382218,135,5.037911,4.037621,677.3725
2000,15097,9028.23,.0057192,5.983857,144,4.955751,4.712577,803.001
2000,15098,1826.529,.0347448,7.994413,70,4.908412,4.391827,769.7059
2000,15099,2801.324,.0243644,9.106936,3587,4.865143,4.071788,716.3871
2000,15101,2840.736,.0135173,8.379803,101,4.784421,4.52353,766.9
2000,15102,2080.805,.0476356,7.365482,1520,4.910088,4.239345,695.623
2000,15103,2460.853,.0079993,8.949727,351,4.661579,4.385715,743.0959
2000,15104,3734.648,.0283395,9.57405,103706,5.040868,4.089471,716.7257
2000,15106,5687.092,.0545756,9.55346,68929,4.832074,4.30837,758.4082
2000,15107,2382.552,.001938,6.891106,2786,5.332458,4.580822,810.4827
2000,15109,3055.776,.0225261,8.968491,3075,5.032943,4.031149,707.2993
2000,15110,2345.346,.0191842,7.22343,35779,5.104844,4.49566,783.7531
2000,15111,2040.838,.0461192,5.583217,39,4.877659,4.452134,761.0034
2000,15112,2144.345,.0059572,7.373547,143,4.928122,4.346069,706.3438
2000,15113,2223.524,.0018101,5.447776,27,5.064944,4.569563,792.277
2000,15115,4356.832,.0407169,8.245765,143,4.840291,4.42802,737.1946
2000,15116,2645.213,.002008,6.559596,22,5.313918,4.599976,799.0073
2000,15117,2170.377,.0085575,7.332219,295,5.279731,4.655167,822.873
2000,15118,2527.448,.0169662,7.668076,408,4.68252,4.399975,769.5367
2000,15120,2496.142,.014535,8.145285,253,5.036259,3.954455,685.5952
2000,15121,3734.608,.0151403,9.696603,11965,5.046398,4.032606,706.0572
2000,15122,2339.793,.0589236,7.007204,383,5.05604,3.97333,740.0301
2000,16002,2826.716,.0084649,5.315536,1605,5.458989,4.488272,920.2603
2000,16004,1755.383,.006689,5.770678,110,5.283187,4.166257,740.2853
2000,16005,2166.73,.0029791,8.418426,855,4.812184,4.423648,739.8149
2000,16006,3960.021,.0042867,6.556752,11593,5.58976,4.208389,890.2268
2000,16008,2874.218,.2404917,5.759311,241,5.516587,4.470904,981.3628
2000,16009,2011.231,.0011819,6.542403,286,5.230852,4.582503,839.7928
2000,16010,2501.431,.0047244,6.261595,465,5.515055,4.330233,943.0612
2000,16012,3493.887,.0010684,5.084535,22,5.591588,4.172013,869.6714
2000,16014,2213.828,.0115105,6.600554,289,5.547522,4.353611,962.656
2000,16015,3234.889,.0084466,7.042578,1170,5.313345,4.668576,944.1437
2000,16017,4817.483,.0077678,6.694032,187,5.009638,4.226173,702.2459
2000,16019,4222.275,.0084605,5.940221,44,5.155797,4.422931,819.098
2000,16025,1731.151,.43446,5.828689,48,5.051996,4.492983,788.0119
2000,16030,2109.165,.0180492,6.226171,53,5.267128,4.276963,759.2531
2000,16034,2268.329,.0080603,5.852732,2736,4.991769,4.59393,753.7107
2000,16035,2297.63,.0024639,5.944932,194,5.614876,4.106432,880.3245
2000,16036,2570.297,.0003818,6.68285,96,5.169205,4.14999,737.2051
2000,16038,2670.725,.0055458,6.611218,1015,5.61959,4.324526,868.4299
2000,16042,1794.306,.0134663,5.116071,1,5.28028,4.20557,766.806
2000,16043,2364.312,.0469345,6.171359,7923,5.199504,4.345121,784.5461
2000,16045,2567.673,.0086871,7.540156,2697,5.123479,4.256467,800.0562
2000,16046,3612.528,.0013509,6.209217,7,5.356881,4.417745,780.236
2000,16047,2092.096,.0105964,5.461464,36,5.266357,4.345261,767.2314
2000,16049,1699.182,.005823,5.354018,11,5.253992,4.561442,799.4612
2000,16050,2302.767,.0002065,6.763869,1344,5.057641,4.29814,716.4572
2000,16051,3049.493,.0020167,6.644477,823,5.096887,4.234056,803.9534
2000,16052,3177.79,.0266624,7.788538,29546,5.578434,4.464248,975.4178
2000,16053,3214.778,.0117543,9.533833,190117,5.091898,4.365854,770.7228
2000,16055,2246.191,.0114961,6.107273,568,5.647752,4.050697,875.2253
2000,16057,2240.929,.0355556,5.783019,12,5.523347,4.487376,826.8271
2000,16058,1926.458,.0368072,6.306247,475,5.006288,4.63453,833.1558
2000,16061,1952.085,.0067513,5.789239,35,4.889973,4.430287,746.2355
2000,16064,2413.479,.0045993,5.642449,35,5.618386,4.145224,869.3875
2000,16065,2072.777,.3820319,6.558286,355,4.959688,4.567667,803.1155
2000,16066,2263.264,.0648729,7.757547,24993,4.983911,4.568403,800.8997
2000,16068,13518.44,.0137922,6.001611,16,5.198577,4.616674,834.6819
2000,16069,2490.852,.0080604,7.680191,17579,5.279313,4.271719,736.8783
2000,16070,2260.131,.03964,6.689312,169,5.066726,4.421734,773.7652
2000,16071,2077.102,.0083668,6.191674,1696,5.202698,4.220554,734.5965
2000,16072,2689.44,.0018643,6.892776,78,5.014252,4.506985,747.8231
2000,16073,1732.329,.2198005,5.437479,300,5.002588,4.48214,777.981
2000,16075,2265.747,.16719,6.508041,1224,5.078205,4.545235,816.3569
2000,16076,2623.129,.0098268,6.664118,2433,5.179363,4.203747,793.0609
2000,16077,2254.352,.0026434,5.856821,767,5.630234,4.415593,866.1793
2000,16079,1970.999,.0019434,5.843018,1196,5.027656,4.607063,815.9506
2000,16082,1943.011,.0121627,5.9265,1029,5.194708,4.596237,819.5497
2000,16083,2197.331,.0099696,4.67469,257,5.078531,4.634927,847.0181
2000,16084,1964.16,.4641761,5.573028,222,5.104615,4.380622,794.847
2000,16085,1989.093,.0351224,6.194043,344,5.093699,4.438251,788.1303
2000,16086,2846.978,0,7.335612,48,5.306403,4.224975,753.2005
2000,16089,2499.12,.0090991,5.939212,864,5.612278,4.23161,895.1227
2000,16091,2156.89,.0482503,5.71038,32,5.101802,4.419572,807.4399
2000,16092,2886.198,.0132855,5.961524,37,5.550969,4.542107,815.7075
2000,16093,1528.186,.0028286,6.832417,411,4.860906,4.330242,720.9053
2000,16096,2375.449,.0137575,4.181314,42,5.406142,4.49438,933.4151
2000,16097,1757.367,.023372,4.837465,46,5.495111,4.41244,851.3204
2000,16098,1822.754,.0021039,6.051027,866,5.097392,4.372932,752.0539
2000,16099,1736.252,.0058203,5.16494,48,5.4938,4.491574,792.6423
2000,16102,2591.137,.0633387,8.000434,46542,5.138775,4.647947,826.0606
2000,16105,2904.402,.0036155,7.095949,40,5.292984,4.177818,758.3287
2000,16106,2491.484,.0054802,7.669136,329,5.304209,4.250506,743.8052
2000,16107,2736.97,.018823,8.794756,1755,5.04347,4.408173,776.4556
2000,16108,2939.925,.0144643,8.05327,19706,5.265475,4.288261,772.4576
2000,16110,1866.482,.0033106,5.765943,6109,5.045538,4.385071,730.0907
2000,16111,2042.075,.0089657,5.912926,2706,5.241961,4.69855,819.9304
2000,16112,2135.452,.0420577,7.416459,6035,5.056186,4.385735,761.2045
2000,17003,2550.094,.021422,6.008776,152,5.49897,4.199391,817.8027
2000,17004,2027.114,.0751605,6.803015,79,5.465367,4.275354,801.1579
2000,17006,2477.073,.0498628,8.200905,22431,5.436936,4.307038,788.3855
2000,17007,3327.837,.0188269,9.787601,179985,5.275674,4.44084,783.6522
2000,17008,2321.098,.0166319,7.32817,157,5.43263,4.33308,795.1488
2000,17011,2851.342,.0153345,8.753835,71269,5.39207,4.385787,787.1163
2000,17012,3158.684,.0141576,9.146097,21616,5.515604,4.296594,820.5429
2000,17013,2258.152,.0181627,7.621278,124,5.450699,4.245232,803.7211
2000,17015,2033.975,.019703,7.164184,52,5.430392,4.369826,800.5366
2000,17017,2405.861,.0445419,7.726251,983,5.497747,4.383079,823.0253
2000,17018,2247.842,.0525855,7.298091,3247,5.417032,4.376568,794.2261
2000,17019,1595.987,.0124726,6.016571,6330,5.464157,4.228114,814.9738
2000,17020,2472.27,.051835,8.487536,20642,5.217332,4.450685,775.3515
2000,17022,1871.922,.0933282,7.245306,49,5.007323,4.608445,775.6022
2000,17024,1801.571,.0114167,6.404455,1516,5.481638,4.261881,805.2479
2000,17025,1927.177,.0324074,6.689585,51078,5.502144,4.235378,826.7904
2000,17026,1804.282,.1190898,6.67194,67,5.299276,4.371354,775.4591
2000,17027,1676.657,.0420729,6.836861,10,5.133128,4.416589,769.2491
2000,17028,2011.944,.0288922,7.123905,1671,5.471423,4.285641,802.0072
2000,17029,2100.022,.0192103,7.425491,152479,5.434595,4.331349,786.1658
2000,17031,3766.839,.0183102,9.492086,284,5.499029,4.251089,812.8873
2000,18001,2226.046,.0233039,8.012074,2012,5.447138,4.648076,744.8995
2000,18002,2183.794,.0339115,8.225,315,5.38173,4.330362,811.459
2000,18003,1934.664,.0034807,6.906217,139,5.375569,4.257395,815.4547
2000,18004,2299.164,.0067405,6.876304,51349,5.466159,4.640025,838.562
2000,18006,2423.776,.0219268,7.892019,1622,5.320228,4.256989,793.6143
2000,18007,1759.796,.0118824,7.163002,50,5.299487,4.341242,787.4917
2000,18008,2372.108,.027006,7.9806,563,5.36487,4.672652,811.5101
2000,18009,2156.506,.7975538,6.512029,110,5.330171,4.408097,733.3698
2000,18011,1849.071,.0771365,6.716336,721,5.457196,4.732312,767.0042
2000,18012,2296.179,.0320377,6.265939,4038,5.497123,4.775469,838.2446
2000,18015,2042.327,.0133776,7.070869,1560,5.515141,4.779429,804.9319
2000,18016,2225.658,.0087053,7.372521,1504,5.508081,4.472323,765.6891
2000,18017,3072.72,.0272663,9.934728,60788,5.415237,4.622182,784.9207
2000,18018,1997.69,.0021164,7.280435,1110,5.512361,4.641181,801.5274
2000,18020,2740.438,.0288257,6.74436,517794,5.513873,4.627641,876.4874
2000,19005,3046.691,0,7.717188,1041,5.413296,3.61046,46.62162
2000,19006,4207.949,.0063684,9.558725,44414,5.410471,3.957654,127.7895
2000,19007,2728.456,0,7.282565,834,5.16682,3.909599,252.5939
2000,19008,3851.04,0,7.3137,246,5.346777,3.635021,121.1855
2000,19009,4523.23,.0112876,8.617298,5096,5.420254,4.139616,126.9598
2000,19011,3835.266,.006688,7.428403,370,5.38778,4.011463,70.86005
2000,19013,3552.833,0,7.836581,561,5.452336,3.951508,88.6861
2000,19014,2577.68,.0043271,8.388803,399,5.194376,3.518392,305.4297
2000,19017,3775.388,.0033319,7.98988,431,5.089585,3.604057,222.9077
2000,19019,6783.362,.0293413,10.54094,257617,5.305709,3.720889,152.6113
2000,19020,7841.209,.0015182,6.80341,175,5.449003,3.925346,50.9813
2000,19021,3607.065,.0067656,8.596885,2453,5.37802,3.718097,140.7318
2000,19024,2773.894,0,7.821983,73,4.998751,4.15624,278.9303
2000,19026,4211.79,.0054242,9.348936,8243,5.381673,4.015735,137.1403
2000,19030,4532.839,0,9.321968,20,5.191685,3.979617,208.476
2000,19032,4107.626,0,7.912746,120,5.406385,3.605909,91.70655
2000,19033,2791.433,.0025076,8.232003,5072,5.398679,4.130256,175.2134
2000,19038,3469.17,.0028756,8.642691,1316,5.368872,4.196408,157.7286
2000,19039,4991.722,.0100127,10.32651,659569,5.341011,3.889217,147.3989
2000,19041,3314.786,.0092208,6.968186,187,5.424872,4.049131,114.5368
2000,19042,2980.955,.0034317,6.408391,60,5.436782,3.992321,96.21874
2000,19043,3873.761,0,6.11353,83,5.149766,3.937199,180.0752
2000,19044,3429.796,0,8.550849,2146,5.403664,3.845665,85.30135
2000,19046,4555.997,.0050509,10.12874,89641,5.398333,3.894368,138.3464
2000,19048,4668.235,.0036302,9.62876,6781,5.115459,3.663627,165.9655
2000,19049,3591.689,.0131631,8.602637,8073,5.162415,4.111201,160.3166
2000,19051,2791.204,0,6.835584,64,5.346608,3.711267,108.1458
2000,20002,1622.581,.5064154,5.419747,189,5.543195,5.20133,818.8141
2000,20006,2703.264,.201535,8.999127,349,5.094597,4.020993,925.4559
2000,20012,1535.871,.4277286,5.392261,40,5.482567,4.751135,1100.659
2000,20014,2074.785,.3867631,7.91791,1195,5.560401,4.295015,1043.793
2000,20021,1505.125,.1221149,5.557709,55,5.512463,5.281451,803.5089
2000,20023,2050.501,.0338017,7.543678,28,5.294226,4.081203,975.9095
2000,20025,1578.166,.1424483,5.634551,50,5.596197,4.714025,1105.226
2000,20026,1730.994,.5256534,6.845544,15,5.022185,4.562975,976.4426
2000,20028,2241.665,.042747,6.96176,100,5.283614,4.065504,1021.768
2000,20030,2434.183,.6078323,6.858745,305,5.607825,4.286082,1061.856
2000,20038,1424.381,.861678,4.267016,27,5.203064,4.824994,963.1354
2000,20039,2834.308,.0888177,8.659575,4664,5.243252,4.107855,881.0977
2000,20041,2955.922,.9617848,4.551072,445,5.176025,5.449615,850.2947
2000,20042,1955.059,.4750693,7.296454,52,5.198505,5.193235,926.741
2000,20043,1884.688,.7834596,6.564136,9051,5.604362,4.390393,1073.705
2000,20044,1656.265,.05901,5.518121,1446,5.545545,5.086767,877.6178
2000,20055,1743.157,.0159046,6.653244,6,5.413405,4.161917,886.3008
2000,20057,2056.26,.21734,7.234515,2060,5.5173,5.330936,988.7075
2000,20059,2522.899,.1671804,7.537121,842,5.247761,4.104017,1049.845
2000,20067,2991.498,.1195089,9.863653,224212,5.213411,4.113475,965.9087
2000,20068,2406.404,.0996625,7.530801,68,5.306953,4.032734,1003.685
2000,20070,2965.409,.7428924,6.735294,20,5.568721,5.010635,1042.521
2000,20071,1246.959,.1308186,4.3772,80,5.443491,4.969202,1099.158
2000,20073,2556.132,.3588391,7.05832,812,5.401758,4.804906,976.3103
2000,20079,3020.599,.1406287,8.345191,12138,5.614092,4.272026,1087.538
2000,20083,2071.997,.1685649,7.208817,115,5.221875,4.059365,978.387
2000,20085,1399.866,.9495167,4.933585,5,5.375704,4.764716,1091.233
2000,20087,1697.779,.3330088,5.692857,146,5.278115,3.982015,968.6332
2000,20115,2134.89,.0841837,8.471836,50,5.279859,4.031909,983.9268
2000,20134,1218.208,.9002826,4.617548,11,5.492889,5.69042,860.9227
2000,20136,1838.816,.9673321,7.751371,62,5.346943,5.522437,888.6652
2000,20143,12895.85,.2914798,5.733274,64,5.600759,4.594219,1087.764
2000,20150,2539.624,.0363496,8.707154,17,5.13424,4.1189,934.7919
2000,20153,1249.691,.0556309,4.773314,23,5.464167,4.753871,1080.629
2000,20156,1473.871,.8077906,4.861804,52,5.165233,5.183443,942.3073
2000,20166,1217.593,.291866,5.465653,2,5.491753,5.589991,883.2126
2000,20174,2510.125,.1761827,8.261011,94,5.319753,4.007333,978.6702
2000,20176,2080.523,.017199,7.984496,19,4.983529,4.146926,895.0924
2000,20177,1680.598,.2557905,6.958862,83,5.368033,4.03535,893.7984
2000,20184,2442.58,.1643392,7.400046,12777,5.528909,5.314994,871.23
2000,20185,2536.919,.039916,8.142547,19,5.562808,5.079488,1017.535
2000,20190,1833.399,.6114286,5.763397,79,5.476822,5.277734,959.4774
2000,20232,1152.691,.826284,5.742935,6,5.517775,5.684858,866.8111
2000,20248,1163.967,.9730849,4.035445,23,5.615852,4.421636,1089.64
2000,20269,3779.423,.7314149,8.906667,6,4.982536,4.572857,966.3329
2000,20277,1874.654,.0806773,7.322752,646,5.245934,4.512191,1029.317
2000,20278,1015.111,.8228308,4.523789,24,5.540057,5.396455,841.9014
2000,20280,1045.867,.7934066,5.630243,6,5.282243,5.087847,941.7225
2000,20298,1372.891,.4643766,6.161207,60,5.073733,4.379363,984.7717
2000,20309,1206.917,.8395155,5.770946,18,5.518974,5.629592,850.9056
2000,20314,1873.534,.055814,5.975728,16,5.360721,4.629731,1050.644
2000,20318,2688.818,.0742089,7.794716,35579,5.567315,4.5082,1091.75
2000,20324,2338.877,.1156828,7.073222,13483,5.55458,4.4914,1113.698
2000,20327,1408.798,.0623441,5.726038,493,5.586002,4.838046,1104.192
2000,20334,1541.532,.0780156,5.103471,799,5.59172,4.742888,1077.124
2000,20337,1841.838,.9343066,6.042635,87,5.052604,4.725298,980.9908
2000,20338,2564.963,.0856833,9.084658,217,5.253078,4.022601,955.114
2000,20343,1473.235,.4352941,5.927052,5,5.247024,3.953378,979.8633
2000,20350,2679.747,.1298327,9.46952,1611,5.265564,4.009351,972.5402
2000,20356,1294.661,.9552495,5.354724,12,5.103739,4.152232,978.1901
2000,20364,2393.674,.1149425,5.571843,5025,5.399467,4.804713,1066.024
2000,20385,2667.687,.1501198,8.088505,146,5.308358,4.031179,974.9333
2000,20390,2904.182,.1678706,9.67275,942,5.299031,3.983679,970.2793
2000,20397,2642.222,.4165943,8.523192,1251,5.072484,4.465612,949.63
2000,20401,1933.606,.089922,6.469497,15272,5.579595,4.385073,1102.05
2000,20405,1741.444,.1804511,6.560694,11,5.116631,4.171613,909.3615
2000,20413,3013.611,.0798437,8.657113,230460,5.572595,4.400771,1114.88
2000,20418,2441.277,.1100135,7.433616,8,5.526746,4.149854,1047.263
2000,20447,3293.44,.1434196,5.427056,4,5.500628,4.994312,1001.054
2000,20451,299.7567,.9704918,3.323432,14,5.033823,4.080571,903.2284
2000,20467,1788.396,.3384138,5.55724,474,5.591785,4.876367,1063.992
2000,20469,3488.455,.692185,5.355042,570,5.252604,4.811841,955.4101
2000,20482,2298.276,.2385387,6.658255,3561,5.625041,4.835614,1055.853
2000,20485,2327.264,.0153846,4.552778,19,5.645722,4.668389,1054.456
2000,20486,1478.282,.0215827,7.183594,13,5.025524,4.082916,901.0371
2000,20500,1569.115,.313093,7.178641,16,5.221256,4.680405,991.4287
2000,20515,1837.618,.145308,7.394134,5928,5.562537,4.151051,1080.964
2000,20520,1976.263,.2919192,6.653975,218,5.315654,4.188043,901.368
2000,20525,1342.614,.0462072,5.486826,140,5.554123,4.753404,1081.081
2000,20526,1843.014,.5847526,6.005565,43,5.471943,4.79822,1076.894
2000,20540,2689.777,.0395981,8.179344,294,5.079518,4.076871,898.5469
2000,20545,1855.419,.2410979,7.454826,338,5.379125,4.007435,852.7053
